pid,text,type,time,reply,likenum
5141703,有没有一种可能，就是我跟她聊天多但话题都是你，我去找她倾诉是因为我不敢跟你说我喜欢你,text,2023-06-08 01:35:47,0,1
5141704,想看一些现代或者奇幻的男频小说，但是最近找的一些都是看到一半就弃了，一直找不到符合胃口的...,text,2023-06-08 01:35:56,0,1
5141704,想看一些现代或者奇幻的男频小说，但是最近找的一些都是看到一半就弃了，一直找不到符合胃口的...,text,2023-06-08 01:35:56,0,1
5141705,刚刚那个军训洞被删了？？？,text,2023-06-08 01:35:59,0,2
5141705,刚刚那个军训洞被删了？？？,text,2023-06-08 01:35:59,0,2
5141706,"想带一个高中小朋友来学校吃顿饭，是去家园二三楼普普通通吃一顿还是去家四勺西艺二这种地方去吃呢？
担心午饭时间勺西这种地方上菜太慢啦，小朋友还有其他行程。又觉得普普通通吃一顿是不是显得不够重视呀(有个前提是dz受过小朋友家长的照顾，所以想好好招待……
纠结ing.😖",text,2023-06-08 01:36:05,8,4
5141706,"想带一个高中小朋友来学校吃顿饭，是去家园二三楼普普通通吃一顿还是去家四勺西艺二这种地方去吃呢？
担心午饭时间勺西这种地方上菜太慢啦，小朋友还有其他行程。又觉得普普通通吃一顿是不是显得不够重视呀(有个前提是dz受过小朋友家长的照顾，所以想好好招待……
纠结ing.😖",text,2023-06-08 01:36:05,8,4
5141707,不行 还是相似🥺QAQ,text,2023-06-08 01:36:08,4,5
5141707,不行 还是相似🥺QAQ,text,2023-06-08 01:36:08,4,5
5141708,随便问问或许校内有同学出租三星s23ultra吗🥺🥺看演唱会想用,text,2023-06-08 01:36:08,0,1
5141708,随便问问或许校内有同学出租三星s23ultra吗🥺🥺看演唱会想用,text,2023-06-08 01:36:08,0,1
5141709,考完试准备回家喽,text,2023-06-08 01:36:18,4,1
5141709,考完试准备回家喽,text,2023-06-08 01:36:18,4,1
5141710,"听到家人安慰说“不挣钱没事 压力别太大 大不了躺平”……
感觉爸妈一直鼓励我多探索自己的兴趣 不要天天想着就业 但本菜鸡还是放不下出路焦虑……",text,2023-06-08 01:37:25,6,1
5141710,"听到家人安慰说“不挣钱没事 压力别太大 大不了躺平”……
感觉爸妈一直鼓励我多探索自己的兴趣 不要天天想着就业 但本菜鸡还是放不下出路焦虑……",text,2023-06-08 01:37:25,6,1
5141711,洞友帮忙判断一下，这个妹子是啥意思啊，没懂,image,2023-06-08 01:37:43,15,9
5141711,洞友帮忙判断一下，这个妹子是啥意思啊，没懂,image,2023-06-08 01:37:43,15,9
5141712,tla好烦，还要花钱。还是网恋比较划算。,text,2023-06-08 01:37:44,15,2
5141712,tla好烦，还要花钱。还是网恋比较划算。,text,2023-06-08 01:37:44,15,2
5141713,今天地概第一题选东边还是西边呀，dz查了一下好像台湾占了中国地震的大部分？,text,2023-06-08 01:38:51,6,4
5141713,今天地概第一题选东边还是西边呀，dz查了一下好像台湾占了中国地震的大部分？,text,2023-06-08 01:38:51,6,4
5141714,喜欢一个t开头的朋友快一年了,text,2023-06-08 01:41:47,3,2
5141714,喜欢一个t开头的朋友快一年了,text,2023-06-08 01:41:47,3,2
5141715,"5141711
逆天",text,2023-06-08 01:42:04,5,0
5141715,"5141711
逆天",text,2023-06-08 01:42:04,5,0
5141716,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,text,2023-06-08 01:42:10,0,1
5141716,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,text,2023-06-08 01:42:10,0,1
5141716,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,text,2023-06-08 01:42:10,0,1
5141716,在石舫上掉了校园卡（还有绑在一起的钥匙和浴卡）🥲🥲去找的时候旁边的人告诉我有人帮我收起来放在一个地方了 可以告诉我放在哪里了吗！！,text,2023-06-08 01:42:10,0,1
5141717,5053059 今天给自己休假了嘻嘻，收到了好多美美的返图，最近消息比较多可能回复不及时可以多戳戳我，感觉有一半是化完来找我要产品链接的，仿佛一个带货的美妆博主哈哈,text,2023-06-08 01:43:22,1,2
5141718,健美操啥也不会啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊明天考试啊啊啊啊啊,text,2023-06-08 01:43:56,0,1
5141721,有npy但还是对一个不知道姓名的人crush了，埋在心里面谁都不说的话慢慢会忘掉吧，但每次看到ta都会不由自主地紧张，还是我小时候那样子，唉,text,2023-06-08 01:45:55,1,0
5141722,sb室友还在砸键盘😅,text,2023-06-08 01:46:22,15,3
5141723,谈了多久可以问男朋友是不是处男？,text,2023-06-08 01:46:47,16,1
5141724,0颗…,image,2023-06-08 01:48:00,0,1
5141725,"5141716
校园卡 石舫 fy gsm 军训 强基
vx Hannya04⃣️040⃣️4
求捡到好心人戳戳🥹🥹没钥匙回不去寝室了",text,2023-06-08 01:49:12,0,1
5141726,"想popi 
🚺",text,2023-06-08 01:51:26,24,4
5141727,啊啊啊啊，我都快下头了，可是你的一条评论还是会让我好开心😭,text,2023-06-08 01:51:53,0,1
5141728,popi,text,2023-06-08 01:51:56,15,2
5141729,百大不会有人和我一样失败吧，两年前高考的时候少考几分现在是不是就快乐一些，而不是在贵校自我折磨,text,2023-06-08 01:53:14,13,9
5141730,啊啊啊颖宝最近真的好美！,text,2023-06-08 01:54:09,0,1
5141731,"这个点打王者嘴臭还赢了
结果对面有个人要真实我，问了半天明天高考，准考证都给我看了还真是
我只能说6",text,2023-06-08 01:54:15,0,0
5141732,太折磨了 真的学不会交换代数和一些代数拓扑。。。学了也不会做题,text,2023-06-08 01:54:46,0,1
5141732,太折磨了 真的学不会交换代数和一些代数拓扑。。。学了也不会做题,text,2023-06-08 01:54:46,0,1
5141733,我好热但是舍友怕冷怎么办,text,2023-06-08 01:55:12,2,3
5141733,我好热但是舍友怕冷怎么办,text,2023-06-08 01:55:12,2,3
5141734,又一次因为室友的持续咳嗽无法入睡……,text,2023-06-08 01:55:36,2,2
5141734,又一次因为室友的持续咳嗽无法入睡……,text,2023-06-08 01:55:36,2,2
5141735,新鸿基明天面试吗，我去我以为下周四,text,2023-06-08 01:57:18,1,3
5141735,新鸿基明天面试吗，我去我以为下周四,text,2023-06-08 01:57:18,1,3
5141736,某蓝色,text,2023-06-08 01:57:24,2,1
5141736,某蓝色,text,2023-06-08 01:57:24,2,1
5141737,8个小时之后开始考试，dz开始复习,text,2023-06-08 01:57:30,0,1
5141737,8个小时之后开始考试，dz开始复习,text,2023-06-08 01:57:30,0,1
5141738,怎么医好无眠者半夜时的感性。,text,2023-06-08 01:58:15,3,4
5141738,怎么医好无眠者半夜时的感性。,text,2023-06-08 01:58:15,3,4
5141739,原神害人啊,text,2023-06-08 02:00:22,0,1
5141739,原神害人啊,text,2023-06-08 02:00:22,0,1
5141740,和好朋友一不小心酒后do了，事后对方比较崩溃，后悔怎么办？还有机会继续做朋友吗？,text,2023-06-08 02:00:44,20,11
5141740,和好朋友一不小心酒后do了，事后对方比较崩溃，后悔怎么办？还有机会继续做朋友吗？,text,2023-06-08 02:00:44,20,11
5141741,npy：理科生背东西确实烂,text,2023-06-08 02:02:04,0,1
5141741,npy：理科生背东西确实烂,text,2023-06-08 02:02:04,0,1
5141742,政管sg20 zwz xgg 有npy吗,text,2023-06-08 02:02:45,2,3
5141742,政管sg20 zwz xgg 有npy吗,text,2023-06-08 02:02:45,2,3
5141743,"怎么办怎么办怎么办要不要吃避孕药

刚开始do没经验，",text,2023-06-08 02:03:07,16,5
5141743,"怎么办怎么办怎么办要不要吃避孕药

刚开始do没经验，",text,2023-06-08 02:03:07,16,5
5141744,狗B舍友不睡觉还不停弄出声音，当其他人死的是吧😅,text,2023-06-08 02:03:12,1,2
5141744,狗B舍友不睡觉还不停弄出声音，当其他人死的是吧😅,text,2023-06-08 02:03:12,1,2
5141745,我终于出来了,text,2023-06-08 02:05:06,8,4
5141745,我终于出来了,text,2023-06-08 02:05:06,8,4
5141746,明明很累，但失眠了,text,2023-06-08 02:06:30,0,1
5141746,明明很累，但失眠了,text,2023-06-08 02:06:30,0,1
5141747,想收一份中美经贸关系的笔记,text,2023-06-08 02:06:45,0,1
5141747,想收一份中美经贸关系的笔记,text,2023-06-08 02:06:45,0,1
5141748,捞啊捞，不抱希望5137308,text,2023-06-08 02:07:27,22,4
5141748,捞啊捞，不抱希望5137308,text,2023-06-08 02:07:27,22,4
5141749,"#4565165 5月前 2022-12-30 17:104 1 
你说得对，但是全世界有6亿多人生活在强震带上，上个世纪约有200万人死于地震，预计二十一世纪将有约1500万人死于地震。历史记载全球死亡超过20万人的地震有6次，其中在中国就有4次。1914古登堡年首次估计出地核深度为2900km。断层的走向定义为上盘在右侧时看到的方向，从正北顺时针转，大小为0至360度。1880至1890 第一架具有科学意义而且较为实用的地震仪诞生。震源机制解中间黑的是逆断层。石油勘探分为钻探法、地球物理方法和地质法。鹫峰地震台(现在的北京国家地球观象台)是我国自建的最早的地震台。一个地区基本的烈度相当于 475 年一遇的最大地震烈度。此外，最古老的海洋地壳年龄大约为 2 亿年左右。",text,2023-06-08 02:09:29,1,3
5141749,"#4565165 5月前 2022-12-30 17:104 1 
你说得对，但是全世界有6亿多人生活在强震带上，上个世纪约有200万人死于地震，预计二十一世纪将有约1500万人死于地震。历史记载全球死亡超过20万人的地震有6次，其中在中国就有4次。1914古登堡年首次估计出地核深度为2900km。断层的走向定义为上盘在右侧时看到的方向，从正北顺时针转，大小为0至360度。1880至1890 第一架具有科学意义而且较为实用的地震仪诞生。震源机制解中间黑的是逆断层。石油勘探分为钻探法、地球物理方法和地质法。鹫峰地震台(现在的北京国家地球观象台)是我国自建的最早的地震台。一个地区基本的烈度相当于 475 年一遇的最大地震烈度。此外，最古老的海洋地壳年龄大约为 2 亿年左右。",text,2023-06-08 02:09:29,1,3
5141750,北大教了我无数种方式变优秀，却没有告诉我怎么接受自己的平凡,text,2023-06-08 02:09:50,1,3
5141750,北大教了我无数种方式变优秀，却没有告诉我怎么接受自己的平凡,text,2023-06-08 02:09:50,1,3
5141751,对一个很优秀的人有了好感，百度了一下才发现ta这么优秀……本来对自己就有些自卑😢现在更没有信心了，和ta除了公务也没有太多其他的联系,text,2023-06-08 02:10:02,1,2
5141751,对一个很优秀的人有了好感，百度了一下才发现ta这么优秀……本来对自己就有些自卑😢现在更没有信心了，和ta除了公务也没有太多其他的联系,text,2023-06-08 02:10:02,1,2
5141752,"信科20本 保软微的ic设计方向的专硕难度大吗，绩点40%，在相关的组里有过科研经历但是名额太紧俏了不知道能不能软微专硕用于保底(

tag 信科 软微 集成电路 设计 模拟 强基 电子",text,2023-06-08 02:11:43,0,2
5141752,"信科20本 保软微的ic设计方向的专硕难度大吗，绩点40%，在相关的组里有过科研经历但是名额太紧俏了不知道能不能软微专硕用于保底(

tag 信科 软微 集成电路 设计 模拟 强基 电子",text,2023-06-08 02:11:43,0,2
5141753,急收一个这样的毛线团，颜色肉色/浅黄等（跟图上这个颜色不一样就行）价格你定～,image,2023-06-08 02:12:30,0,1
5141753,急收一个这样的毛线团，颜色肉色/浅黄等（跟图上这个颜色不一样就行）价格你定～,image,2023-06-08 02:12:30,0,1
5141754,没想到这个梗居然能用上。,image,2023-06-08 02:13:09,1,4
5141754,没想到这个梗居然能用上。,image,2023-06-08 02:13:09,1,4
5141755,zkc 地震概论 地概 周五 经典三倍根号七的计算题，为什么不判断首波存在以及首波先到？,text,2023-06-08 02:13:44,0,2
5141755,zkc 地震概论 地概 周五 经典三倍根号七的计算题，为什么不判断首波存在以及首波先到？,text,2023-06-08 02:13:44,0,2
5141756,让米哈游赞助巴萨吧 这样就有钱把梅西签回来,text,2023-06-08 02:14:07,0,1
5141756,让米哈游赞助巴萨吧 这样就有钱把梅西签回来,text,2023-06-08 02:14:07,0,1
5141757,有人在为西方美术史通宵吗？,text,2023-06-08 02:14:59,0,1
5141758,"只有想象牵着npy的手才能安心入睡
变成小朋友了呜呜呜",text,2023-06-08 02:15:55,4,3
5141759,现在校医院能割包皮吗？快要放假了想着要不要去校医院解决掉,text,2023-06-08 02:16:17,0,0
5141760,"求助
拔完智齿快两天了，基本不疼了，嘴巴已经可以缓慢张合
刚刚看了一下，发现拔完牙的洞里血凝块上面覆盖了像霉菌斑一样的白色物质
请问是正常的吗",text,2023-06-08 02:17:27,2,3
5141761,麻了，舍友这呼噜……,text,2023-06-08 02:17:34,1,2
5141762,🏆,text,2023-06-08 02:19:24,0,0
5141763,给给,text,2023-06-08 02:20:15,2,1
5141764,"5141711
草给我整得睡不着了，那不谈恋爱了到底要不要和你做爱",text,2023-06-08 02:21:46,0,1
5141765,深夜想揽一些有偿辅导高数的活儿…,text,2023-06-08 02:22:36,11,4
5141766,好看不起自己，很想重新开启一段感情的原因，只是为了向qny证明除了他也会有人喜欢我罢了😭😭😭😭😭,text,2023-06-08 02:23:45,1,2
5141767,和nvpy关系不错，但好想试试别的,text,2023-06-08 02:23:47,5,3
